0          0.01785755 0.01170444 0.007889252 0.007097384 0.02025929 -0.1044364  0.1464735 -0.2509099
0.5000068  0.01582382 0.008799833 0.008058306 0.00710572 0.02032101 -0.1040729  0.1465389 -0.2506118
1.000014   0.01381989 0.005861984 0.008278595 0.007175124  0.0204542 -0.1038097  0.1460275 -0.2498372
1.50001    0.01180009 0.002794226 0.008512823 0.007900452 0.02064181 -0.09918835  0.1496502 -0.2488386
2.000031   0.009544478 -0.000251967 0.008798451 0.007667804 0.02044774 -0.1005286  0.1472954  -0.247824
2.500001   0.007595199 -0.003409259 0.008976825 0.007319883 0.02052675 -0.0983424  0.1484942 -0.2468366
3.000024   0.005481095 -0.006282288 0.009079062 0.007141764  0.0211026 -0.09776521  0.1480827 -0.2458479
3.500048   0.003487293 -0.00925692 0.009408433 0.007026777 0.02121848 -0.09677113  0.1478288 -0.2445999
4.000007   0.001428809 -0.01204763 0.009699863 0.006860495 0.02097185 -0.09594303  0.1471281 -0.2430712
4.500027   -0.0004073082 -0.01470443 0.01011316 0.006789442 0.02080796 -0.09506354  0.1461292 -0.2411927
5.000009   -0.00247013 -0.01747245 0.01050816 0.00697551 0.02056041 -0.09395851  0.1450663 -0.2390248
5.500023   -0.004524632 -0.02016977 0.01116429 0.006954503 0.02060295 -0.09256749    0.14397 -0.2365374
6.000001   -0.00675226 -0.02287561 0.01151895 0.006876251 0.02013356 -0.09031393  0.1434875 -0.2338014
6.500004   -0.008046028 -0.02616959 0.01081143 0.006872134 0.02042891 -0.09099998  0.1399492 -0.2309492
7.000013   -0.01003416 -0.02902982 0.01095936 0.007078004 0.02036155 -0.09052725   0.137607 -0.2281343
7.500006   -0.01215051 -0.03186073  0.0113818 0.007486882 0.02054781 -0.08958424   0.135907 -0.2254912
8.000024   -0.01488429 -0.03440432 0.01192991 0.007600329 0.02101728 -0.08940155  0.1335311 -0.2229327
8.500001   -0.01724673 -0.03718915 0.01237702 0.007444741 0.02105334 -0.0882626   0.132246 -0.2205086
9.000012   -0.01957689 -0.0398828 0.01282239 0.007257258  0.0210079 -0.08819882  0.1300886 -0.2182874
9.500023   -0.0218364 -0.04261797 0.01322304 0.007123404 0.02084881 -0.08748571  0.1287519 -0.2162376
10         -0.02420589 -0.04545182 0.01362411 0.007184915 0.02058872 -0.08386115  0.1304583 -0.2143195
10.5       -0.02657654 -0.04825376 0.01416801 0.007355036 0.02079247 -0.08174279  0.1307695 -0.2125123
11.00001   -0.02893287 -0.05105033 0.01474178 0.007347997 0.02050198 -0.08122462  0.1297608 -0.2109854
11.50007   -0.03142149 -0.05377335 0.01531492 0.007327634 0.02021162 -0.08020975  0.1294506 -0.2096603
12.00002   -0.03395953 -0.05662991 0.01605856 0.00761066 0.01998806 -0.07804236  0.1305011 -0.2085435
12.50001   -0.03632285 -0.05976026 0.01622441 0.007846458  0.0203373 -0.07787703  0.1297575 -0.2076345
13.00001   -0.03875874 -0.06264026 0.01705519 0.008024609 0.02033926 -0.07669361  0.1301632 -0.2068568
13.50001   -0.04114632 -0.06577509 0.01753197 0.007905575 0.02034171 -0.07698697  0.1292127 -0.2061997
14.00001   -0.04356069 -0.06878151 0.01828343 0.00778904 0.02087825 -0.07634095  0.1293269 -0.2056678
14.50001   -0.04597614 -0.07181403 0.01875177 0.00794614 0.02055302 -0.07560346  0.1295191 -0.2051226
15.00001   -0.04851373 -0.07485859 0.01932859 0.00796682 0.02048411 -0.07557718  0.1290528 -0.2046299
15.50002   -0.05078795 -0.07809472 0.02013419 0.007893539 0.01975947 -0.07542615  0.1287588  -0.204185
16         -0.05316754 -0.08101624  0.0207186 0.007773796 0.01969513 -0.07536207  0.1284055 -0.2037675
16.5       -0.05570976 -0.08418755 0.02129444 0.00799351 0.01962275 -0.07512244  0.1283271 -0.2034496
17         -0.05814676 -0.08735649 0.02188135 0.008009559 0.01950445 -0.07466472   0.128587 -0.2032517
17.50007    -0.060662 -0.09019459 0.02249443 0.007804059  0.0194566 -0.07446126  0.1287795 -0.2032408
18.00003   -0.06323776 -0.09294833 0.02315069 0.007677598 0.01962102 -0.07443163  0.1289538 -0.2033855
18.50002   -0.06563676 -0.09579129 0.02372974 0.007283037 0.01958611 -0.07318606  0.1304153 -0.2036014
19.00001   -0.06800725 -0.09841907 0.02424718 0.007154516 0.01959018 -0.07258693  0.1311918 -0.2037788
19.50001   -0.07043422 -0.1012184 0.02462762 0.007241054 0.01967937 -0.07228899    0.13163  -0.203919
20.00002   -0.07273356 -0.1038103  0.0254118 0.006875913 0.01966408 -0.06712057  0.1368811 -0.2040017
