0          0.01785755 0.01170444 0.007889252          0          0 -0.2509099          0 -0.2509099
0.5000338  0.01213015 0.01397154 0.003933831  0.0256904 0.02408765   10.46136    10.7162 -0.2548392
1.000004   -0.002640319  0.0120809 -3.985515e-05 0.03125942 0.03733357   13.90925   14.17803 -0.2687861
1.500048   -0.01182604 0.008067058 -0.004735551 0.01893566 0.04120937   14.03944   14.34732 -0.3078799
2.000006   -0.01911543 0.003908266 -0.009253921 0.01870818 0.04229973   14.33178   14.76439  -0.432611
2.5        -0.02570247 -0.001593029 -0.01502128 0.02069708 0.04276052   14.65964   15.07856 -0.4189109
3.00002    -0.03073774 -0.006932744 -0.02134079 0.01858579 0.04364077   14.80565   15.18107 -0.3754172
3.500005   -0.03499855 -0.01277425 -0.02739329 0.01869493 0.04330831   14.84202   15.17032 -0.3282995
4.000006   -0.03948142 -0.01895835 -0.03337974 0.01981614 0.04304972    14.8887   15.17652 -0.2878199
4.500003   -0.04396929 -0.02613561 -0.04002427  0.0210874 0.04286635   14.92481   15.17668 -0.2518734
5.00001    -0.04949218 -0.03250348 -0.04714253 0.02215363 0.04227964   14.95118   15.17547 -0.2242966
5.500008   -0.05476168 -0.03908023 -0.05369691  0.0210992 0.04201494   14.98645   15.18788  -0.201425
6.000007   -0.06008085 -0.04554146 -0.05979198 0.02032548 0.04210996   15.01878   15.20037  -0.181587
6.500002   -0.06487587 -0.05151753 -0.06616758 0.01948278 0.04233798   15.01292   15.17786 -0.1649349
7          -0.07001838 -0.05793667 -0.07232745 0.02074023 0.04203523   15.03149    15.1818   -0.15031
7.500006   -0.07556058 -0.06410163 -0.07890154 0.02112119 0.04203959   15.04354   15.18123 -0.1376987
8.000017   -0.08109292 -0.07011057 -0.08596624  0.0217892 0.04197581   15.05889   15.18663 -0.1277439
8.50001    -0.08666731 -0.07626614 -0.09340303 0.02193441 0.04159817   15.06871   15.18766 -0.1189467
9.000055   -0.0923381 -0.08247568 -0.1009689 0.02260847 0.04156255   15.07901   15.19025 -0.1112372
9.500006   -0.09830397 -0.08836674 -0.1079538 0.02240416 0.04238214   15.08766   15.19194 -0.1042752
10.00001   -0.1045164 -0.09461097 -0.1152134 0.02229548 0.04229462   15.10441   15.20237 -0.09795972
10.50002   -0.1106458 -0.1001817 -0.1223726  0.0219761 0.04310115   15.11424   15.20668 -0.09244732
11.00001   -0.1174898 -0.1051096 -0.1297306 0.02261464 0.04934699   15.16829   15.25564 -0.08735329
11.50003   -0.1247163  -0.111696 -0.1373656  0.0253964 0.05436835   15.33846   15.42077 -0.08230874
12.00001   -0.1324413 -0.1184606 -0.1449147 0.02523443 0.05504578   15.34993   15.42762 -0.07769183
12.50002   -0.1404465 -0.1255631 -0.1521987   0.025049 0.05320705   15.36029   15.43438 -0.07409143
13.00004   -0.1477458 -0.1325156 -0.1590521 0.02476152 0.05329763   15.36545   15.43582 -0.0703706
13.50001   -0.1553228 -0.1388999 -0.1663563 0.02475655 0.05317902   15.37175   15.43866 -0.06690822
14.00005   -0.1642982 -0.1474345 -0.1733927 0.02563032 0.05351918   15.38581   15.44969 -0.06387604
14.5       -0.1721257 -0.1551741 -0.1809865 0.02617108 0.05347105   15.39525   15.45646 -0.0612109
15.00001   -0.1807647 -0.1617018 -0.1891285 0.02628014 0.05409797   15.40584   15.46461 -0.05877206
15.50001   -0.1889185 -0.1694903 -0.1961147  0.0264058 0.05482123    15.4168   15.47343 -0.05662913
16.00007   -0.1977719 -0.1771065 -0.2029409 0.02714049 0.05450419   15.42851   15.48325 -0.05474223
16.50001      -0.2072 -0.1858137 -0.2108045 0.02860244 0.05426852   15.44624   15.49935 -0.05310052
17.00004   -0.2162633 -0.1943447  -0.218504 0.02936072 0.05481957   15.46157   15.51324 -0.05166289
17.50004   -0.2248737 -0.2027112 -0.2264485 0.02925016 0.05291486   15.43357   15.48384 -0.05026832
18.00001   -0.2339383  -0.210953 -0.2353759  0.0299247 0.05266816   15.43679   15.48574 -0.04895288
18.50001   -0.2426466 -0.2191273 -0.2435766 0.03017475 0.05283466   15.43465   15.48238 -0.04773202
19         -0.2513249 -0.2279012 -0.2516583 0.02998926 0.05262829    15.4343    15.4808 -0.04650084
19.5        -0.259856 -0.2364539 -0.2594987 0.02972345 0.05215948   15.43435   15.47955 -0.04520737
20.00003   -0.2689911 -0.2443321 -0.2678661 0.02982974 0.0
