  7.6250   0    0.226684   -0.973850
  7.6250   1    0.453367   -1.947699
  7.6250   2    2.922262    0.680051
  7.7500   0    0.103481   -0.994510
  7.7500   1    0.206961   -1.989020
  7.7500   2    2.984259    0.310442
  7.8750   0   -0.021337   -0.999650
  7.8750   1   -0.042674   -1.999301
  7.8750   2    2.999683   -0.064012
  8.0000   0   -0.145822   -0.989190
  8.0000   1   -0.291644   -1.978380
  8.0000   2    2.968295   -0.437466
