  0.0000   0    1.000000    0.000000
  0.0000   1    2.000000    0.000000
  0.0000   2    0.000000    3.000000
  0.1250   0    0.992197   -0.124665
  0.1250   1    1.984394   -0.249329
  0.1250   2    0.374085    2.976591
  0.2500   0    0.968910   -0.247384
  0.2500   1    1.937820   -0.494767
  0.2500   2    0.742332    2.906730
  0.3750   0    0.930502   -0.366242
  0.3750   1    1.861004   -0.732484
  0.3750   2    1.098994    2.791506
  0.5000   0    0.877573   -0.479385
  0.5000   1    1.755146   -0.958770
  0.5000   2    1.438506    2.632718
  0.6250   0    0.810948   -0.585046
  0.6250   1    1.621896   -1.170093
  0.6250   2    1.755568    2.432845
  0.7500   0    0.731668   -0.681578
  0.7500   1    1.463336   -1.363156
  0.7500   2    2.045233    2.195004
  0.8750   0    0.640970   -0.767473
  0.8750   1    1.281939   -1.534945
  0.8750   2    2.302980    1.922909
  1.0000   0    0.540268   -0.841390
  1.0000   1    1.080536   -1.682780
  1.0000   2    2.524787    1.620804
  1.1250   0    0.431135   -0.902177
  1.1250   1    0.862270   -1.804354
  1.1250   2    2.707192    1.293406
  1.2500   0    0.315274   -0.948885
  1.2500   1    0.630548   -1.897770
  1.2500   2    2.847350    0.945822
  1.3750   0    0.194493   -0.980784
  1.3750   1    0.388986   -1.961568
  1.3750   2    2.943071    0.583478
  1.5000   0    0.070676   -0.997378
  1.5000   1    0.141353   -1.994755
  1.5000   2    2.992863    0.212029
  1.6250   0   -0.054243   -0.998406
  1.6250   1   -0.108486   -1.996812
  1.6250   2    2.995949   -0.162729
  1.7500   0   -0.178316   -0.983853
  1.7500   1   -0.356632   -1.967706
  1.7500   2    2.952280   -0.534948
  1.8750   0   -0.299606   -0.953946
  1.8750   1   -0.599213   -1.907893
  1.8750   2    2.862538   -0.898819
  2.0000   0   -0.416221   -0.909153
  2.0000   1   -0.832442   -1.818305
  2.0000   2    2.728124   -1.248663
  2.1250   0   -0.526340   -0.850170
  2.1250   1   -1.052680   -1.700341
  2.1250   2    2.551134   -1.579020
  2.2500   0   -0.628245   -0.777921
  2.2500   1   -1.256490   -1.555841
  2.2500   2    2.334332   -1.884735
  2.3750   0   -0.720346   -0.693531
  2.3750   1   -1.440691   -1.387061
  2.3750   2    2.081100   -2.161037
  2.5000   0   -0.801204   -0.598318
  2.5000   1   -1.602409   -1.196635
  2.5000   2    1.795391   -2.403613
  2.6250   0   -0.869560   -0.493767
  2.6250   1   -1.739120   -0.987534
  2.6250   2    1.481663   -2.608680
  2.7500   0   -0.924345   -0.381511
  2.7500   1   -1.848690   -0.763022
  2.7500   2    1.144812   -2.773035
  2.8750   0   -0.964705   -0.263301
  2.8750   1   -1.929410   -0.526602
  2.8750   2    0.790096   -2.894115
  3.0000   0   -0.990010   -0.140982
  3.0000   1   -1.980019   -0.281964
  3.0000   2    0.423049   -2.970029
  3.1250   0   -0.999864   -0.016463
  3.1250   1   -1.999729   -0.032925
  3.1250   2    0.049400   -2.999593
  3.2500   0   -0.994115    0.108313
  3.2500   1   -1.988231    0.216627
  3.2500   2   -0.325020   -2.982346
  3.3750   0   -0.972852    0.231399
  3.3750   1   -1.945704    0.462798
  3.3750   2   -0.694367   -2.918557
  3.5000   0   -0.936407    0.350874
  3.5000   1   -1.872813    0.701748
  3.5000   2   -1.052878   -2.809220
  3.6250   0   -0.885348    0.464873
  3.6250   1   -1.770696    0.929745
  3.6250   2   -1.394958   -2.656043
  3.7500   0   -0.820472    0.571617
  3.7500   1   -1.640944    1.143233
  3.7500   2   -1.715269   -2.461416
  3.8750   0   -0.742792    0.669440
  3.8750   1   -1.485585    1.338880
  3.8750   2   -2.008811   -2.228377
  4.0000   0   -0.653520    0.756816
  4.0000   1   -1.307041    1.513633
  4.0000   2   -2.271004   -1.960561
  4.1250   0   -0.554050    0.832382
  4.1250   1   -1.108100    1.664764
  4.1250   2   -2.497756   -1.662149
  4.2500   0   -0.445933    0.894957
  4.2500   1   -0.891865    1.789914
  4.2500   2   -2.685527   -1.337798
  4.3750   0   -0.330856    0.943566
  4.3750   1   -0.661713    1.887132
  4.3750   2   -2.831389   -0.992569
  4.5000   0   -0.210617    0.977449
  4.5000   1   -0.421234    1.954899
  4.5000   2   -2.933064   -0.631850
  4.6250   0   -0.087090    0.996079
  4.6250   1   -0.174181    1.992158
  4.6250   2   -2.988966   -0.261271
  4.7500   0    0.037795    0.999164
  4.7500   1    0.075591    1.998327
  4.7500   2   -2.998223    0.113386
  4.8750   0    0.162091    0.986655
  4.8750   1    0.324182    1.973311
  4.8750   2   -2.960689    0.486273
  5.0000   0    0.283857    0.958749
  5.0000   1    0.567715    1.917499
  5.0000   2   -2.876951    0.851572
  5.1250   0    0.401194    0.915881
  5.1250   1    0.802387    1.831763
  5.1250   2   -2.748315    1.203581
  5.2500   0    0.512269    0.858720
  5.2500   1    1.024538    1.717440
  5.2500   2   -2.576790    1.536807
  5.3750   0    0.615350    0.788158
  5.3750   1    1.230700    1.576316
  5.3750   2   -2.365051    1.846050
  5.5000   0    0.708828    0.705296
  5.5000   1    1.417655    1.410591
  5.5000   2   -2.116403    2.126483
  5.6250   0    0.791244    0.611426
  5.6250   1    1.582487    1.222853
  5.6250   2   -1.834727    2.373731
  5.7500   0    0.861311    0.508016
  5.7500   1    1.722623    1.016031
  5.7500   2   -1.524419    2.583934
  5.8750   0    0.917938    0.396676
  5.8750   1    1.835875    0.793353
  5.8750   2   -1.190320    2.753813
  6.0000   0    0.960238    0.279147
  6.0000   1    1.920477    0.558294
  6.0000   2   -0.837645    2.880715
  6.1250   0    0.987554    0.157261
  6.1250   1    1.975108    0.314522
  6.1250   2   -0.471898    2.962662
  6.2500   0    0.999458    0.032921
  6.2500   1    1.998916    0.065842
  6.2500   2   -0.098787    2.998373
  6.3750   0    0.995764   -0.091933
  6.3750   1    1.991528   -0.183866
  6.3750   2    0.275866    2.987293
  6.5000   0    0.976531   -0.215352
  6.5000   1    1.953061   -0.430704
  6.5000   2    0.646214    2.929592
  6.6250   0    0.942058   -0.335410
  6.6250   1    1.884115   -0.670821
  6.6250   2    1.006477    2.826173
  6.7500   0    0.892883   -0.450234
  6.7500   1    1.785765   -0.900469
  6.7500   2    1.351033    2.678648
  6.8750   0    0.829774   -0.558032
  6.8750   1    1.659547   -1.116064
  6.8750   2    1.674505    2.489321
  7.0000   0    0.753715   -0.657121
  7.0000   1    1.507430   -1.314242
  7.0000   2    1.971845    2.261145
  7.1250   0    0.665894   -0.745955
  7.1250   1    1.331788   -1.491910
  7.1250   2    2.238412    1.997682
  7.2500   0    0.567681   -0.823148
  7.2500   1    1.135363   -1.646296
  7.2500   2    2.470047    1.703044
  7.3750   0    0.460609   -0.887495
  7.3750   1    0.921219   -1.774989
  7.3750   2    2.663134    1.381828
  7.5000   0    0.346349   -0.937991
  7.5000   1    0.692698   -1.875982
  7.5000   2    2.814661    1.039047
