0           0.0289281  0.0154318  0.0194262 0.03960439  0.2645076  -21.20259
0.06404535 0.02874021 0.01529176 0.01950592 0.03960439  0.2645076  -21.20259
0.1250045  0.02855232 0.01515171 0.01958564 0.03960423  0.2645076  -21.20259
0.1875073  0.02836443 0.01501166 0.01966536 0.03960536  0.2645073  -21.20261
0.2500053  0.02817654 0.01487163 0.01974509 0.03960417  0.2645065   -21.2026
0.3125021  0.02798866 0.01473159 0.01982482 0.03960336  0.2645066  -21.20262
0.3750891  0.02780078 0.01459157 0.01990456 0.03959871  0.2645088  -21.20262
0.437526   0.02761287  0.0144514 0.01998412 0.03960478  0.2645046  -21.20265
0.5000017  0.02742501 0.01431131  0.0200638 0.03959794  0.2644986  -21.20265
0.5625059  0.02723708 0.01417122 0.02014352 0.03961037   0.264492  -21.20265
0.6250024  0.02704921 0.01403116 0.02022332 0.03960408  0.2644901  -21.20266
0.6875088  0.02686126 0.01389095 0.02030292 0.03961168  0.2644988  -21.20271
0.7500026  0.02667337 0.01375084 0.02038254 0.03960351   0.264524  -21.20264
0.8125029  0.02648555 0.01361068 0.02046217 0.03959932   0.264522  -21.20262
0.8750024  0.02629776 0.01347047 0.02054178 0.03959552  0.2645203  -21.20263
0.9375044  0.02610969 0.01333027  0.0206215  0.0396191  0.2645259  -21.20272
1.000005   0.02592178  0.0131901 0.02070125 0.03960941  0.2645113  -21.20293
