7808 0
0.000372024 -0.542976 -0.0895372 0.0616161 0.651776 -1.22907 0.089193 
0.000372024 -0.724658 0.122299 0.0230709 0.0562299 -1.09471 0.197241 
0.000372024 -0.67174 0.655128 0.0453724 -1.07563 -0.790424 0.0664667 
0.000372024 1.62699 1.45581 -0.126342 -0.834983 0.779102 -0.0628456 
0.000372024 -0.558237 1.14604 0.00827514 -0.940862 -0.700207 -0.0608543 
0.000372024 4.07143 3.66048 0.0525166 -0.596981 0.672836 -0.00502597 
0.000372024 -0.19216 0.846672 -0.0662351 -0.791813 -0.107081 0.287532 
0.000372024 -0.789962 4.31293 -0.00231291 -1.00819 -0.159743 0.00941625 
0.000372024 -0.629728 -0.917697 -0.0640814 0.737299 -0.627638 0.138039 
0.000372024 2.28487 -1.4281 -0.0290171 0.550684 1.031 -0.018227 
0.000372024 -1.76137 -0.0413009 0.0388492 -0.217988 -1.24634 -0.045022 
0.000372024 0.215148 0.390854 0.0371798 -0.673641 0.54504 0.0522811 
0.000372024 0.0309514 0.352487 0.0122207 -1.3194 0.191328 -0.145911 
0.000372024 1.31522 -1.99375 -0.0507462 0.877777 0.601913 0.0457457 
0.000372024 1.97627 0.83634 -0.0357552 -0.334209 1.02572 0.0382725 
0.000372024 0.378286 2.56742 0.000691283 -1.07564 0.191815 0.045675 
0.000372024 -1.43366 -2.39717 -0.0932894 0.979148 -0.423469 0.000527067 
0.000372024 0.00824464 1.03128 -0.0169335 -0.914982 0.243162 0.0265172 
0.000372024 3.126 0.75573 -0.00806655 -0.226688 0.994314 0.0687357 
0.000372024 -4.23676 -0.653173 -0.0207406 0.17917 -1.01734 -0.0140902 
0.000372024 -0.169395 0.16191 -0.0856575 -1.13019 -0.551678 -0.186445 
0.000372024 0.32137 1.35189 -0.0672333 -0.980921 0.462956 0.124443 
0.000372024 -0.583802 2.73102 -0.0556804 -1.09751 -0.0468076 -0.00581404 
0.000372024 0.514351 -0.253666 -0.0684455 0.178741 0.964992 -0.0945927 
0.000372024 -0.225717 1.36383 -0.0855026 -1.02599 -0.109961 -0.0549815 
0.000372024 1.13194 -0.755728 -0.00239779 0.627123 0.761208 -0.00479014 
0.000372024 -4.18027 4.14796 -0.0395501 -0.663137 -0.65935 -0.0154754 
0.000372024 2.31877 -0.152946 0.00605284 0.170956 0.969556 -0.0290558 
0.000372024 3.27218 0.417647 0.109567 -0.169359 1.0661 -0.0560994 
0.000372024 0.870757 1.03517 -0.0143842 -1.09495 0.272364 0.0401857 
