  1.1250    6  20.0382   1.5386 -0.109833    1.364850
  1.1250    7  30.3730   1.2740 -0.048044    1.131793
  1.1250    8  49.2897   0.8804 -0.018273    0.782460
  1.2500    0  -0.4412  -0.1099 2.760909   -7.970305
  1.2500    1  -0.6009  -0.6211 5.017146   -4.252206
  1.2500    2   1.0802  -0.2125 1.127619    6.070153
  1.2500    3  -0.4770  -1.3802 4.828759   -2.156977
  1.2500    4   4.4534   3.0755 -1.565596    2.136152
  1.2500    5   9.8201   2.3732 -0.477881    1.860605
  1.2500    6  20.0237   1.7092 -0.122011    1.363862
  1.2500    7  30.3666   1.4155 -0.053378    1.131557
  1.2500    8  49.2873   0.9782 -0.020303    0.782422
  1.3750    0   0.3954   0.1017 -1.285400    9.329613
  1.3750    1   0.2087  -0.7758 6.694994    2.289257
  1.3750    2   0.9706   0.5399 -2.787124    5.452209
  1.3750    3   0.1540  -1.5122 5.084192    0.032496
  1.3750    4   4.2492   3.3363 -1.701442    2.036059
  1.3750    5   9.7574   2.6050 -0.524753    1.848686
  1.3750    6  20.0077   1.8796 -0.134181    1.362771
  1.3750    7  30.3596   1.5569 -0.058712    1.131296
  1.3750    8  49.2846   1.0760 -0.022333    0.782379
  1.5000    0  -0.4258   0.1454 -1.914863   -8.316915
  1.5000    1   0.7659  -0.1040 1.026049    7.265541
  1.5000    2   0.4398   1.0621 -5.314137    2.620042
  1.5000    3   0.7603  -1.3818 4.477370    1.981694
  1.5000    4   4.0283   3.5842 -1.831377    1.927417
  1.5000    5   9.6889   2.8353 -0.571364    1.835646
  1.5000    6  19.9902   2.0498 -0.146342    1.361576
  1.5000    7  30.3520   1.6983 -0.064044    1.131010
  1.5000    8  49.2817   1.1738 -0.024363    0.782333
  1.6250    0   0.3972  -0.1181 3.728486    8.507753
  1.6250    1   0.4203   0.6932 -5.724162    4.053612
  1.6250    2  -0.2688   1.1694 -5.609433   -0.882098
  1.6250    3   1.2495  -1.0355 3.259091    3.456101
  1.6250    4   3.7916   3.8179 -1.954874    1.810511
  1.6250    5   9.6146   3.0639 -0.617689    1.821489
  1.6250    6  19.9711   2.2200 -0.158494    1.360278
  1.6250    7  30.3436   1.8397 -0.069375    1.130699
  1.6250    8  49.2786   1.2716 -0.026393    0.782283
  1.7500    0  -0.2767   0.3480 -6.112619   -6.117582
  1.7500    1  -0.3927   0.7768 -5.992647   -2.587472
  1.7500    2  -0.8883   0.8687 -4.019309   -3.720525
  1.7500    3   1.5605  -0.5404 1.667286    4.352556
  1.7500    4   3.5399   4.0365 -2.071408    1.685656
  1.7500    5   9.5345   3.2906 -0.663704    1.806219
  1.7500    6  19.9505   2.3899 -0.170636    1.358876
  1.7500    7  30.3346   1.9810 -0.074704    1.130363
  1.7500    8  49.2751   1.3694 -0.028424    0.782228
  1.8750    0   0.2822  -0.3122 7.521496    5.214540
  1.8750    1  -0.8774   0.1709 -1.177124   -6.234761
  1.8750    2  -1.2301   0.2925 -1.314861   -5.212457
  1.8750    3   1.6596   0.0285 -0.096704    4.633879
  1.8750    4   3.2740   4.2390 -2.180461    1.553199
  1.8750    5   9.4487   3.5154 -0.709384    1.789841
  1.8750    6  19.9284   2.5597 -0.182766    1.357370
  1.8750    7  30.3249   2.1223 -0.080032    1.130003
  1.8750    8  49.2714   1.4671 -0.030454    0.782170
  2.0000    0  -0.0464   0.4363 -8.545317   -1.985742
  2.0000    1  -0.6445  -0.5733 4.699545   -4.619440
  2.0000    2  -1.2038  -0.3719 1.729680   -5.111525
  2.0000    3   1.5366   0.5936 -1.854245    4.290388
  2.0000    4   2.9951   4.4245 -2.281524    1.413523
  2.0000    5   9.3572   3.7381 -0.754707    1.772360
  2.0000    6  19.9048   2.7293 -0.194884    1.355761
  2.0000    7  30.3146   2.2635 -0.085358    1.129618
  2.0000    8  49.2675   1.5649 -0.032484    0.782107
  2.1250    0   0.0777  -0.4203 9.000380    0.477188
  2.1250    1   0.1534  -0.7868 6.855773    1.808989
  2.1250    2  -0.8138  -0.9225 4.358012   -3.411383
  2.1250    3   1.2034   1.0770 -3.423694    3.329115
  2.1250    4   2.7040   4.5921 -2.374099    1.267044
  2.1250    5   9.2600   3.9585 -0.799648    1.753781
  2.1250    6  19.8797   2.8986 -0.206990    1.354049
  2.1250    7  30.3036   2.4047 -0.090683    1.129208
  2.1250    8  49.2633   1.6627 -0.034513    0.782041
  2.2500    0   0.1903   0.3883 -8.432158    2.867160
  2.2500    1   0.7574  -0.1554 1.532489    7.174162
  2.2500    2  -0.1627  -1.1720 5.746073   -0.382692
  2.2500    3   0.6962   1.4032 -4.595273    1.788976
  2.2500    4   2.4019   4.7410 -2.457697    1.114215
  2.2500    5   9.1573   4.1765 -0.844182    1.734110
  2.2500    6  19.8531   3.0678 -0.219081    1.352233
  2.2500    7  30.2919   2.5458 -0.096005    1.128773
  2.2500    8  49.2589   1.7604 -0.036543    0.781970
  2.3750    0  -0.1589  -0.4037 7.780897   -4.270172
  2.3750    1   0.4695   0.6632 -5.406134    4.444159
  2.3750    2   0.5422  -0.9965 5.096110    3.169384
  2.3750    3   0.0798   1.5058 -5.120438   -0.215217
  2.3750    4   2.0899   4.8704 -2.531848    0.955528
  2.3750    5   9.0490   4.3919 -0.888285    1.713353
  2.3750    6  19.8250   3.2367 -0.231159    1.350314
  2.3750    7  30.2796   2.6868 -0.101325    1.128313
  2.3750    8  49.2542   1.8582 -0.038573    0.781896
  2.5000    0   0.3612   0.2258 -5.746718    6.984088
  2.5000    1  -0.3336   0.8056 -6.156594   -2.133653
  2.5000    2   1.0216  -0.4174 2.210759    5.749652
  2.5000    3  -0.5486   1.3411 -4.745517   -2.422858
  2.5000    4   1.7693   4.9797 -2.596100    0.791510
  2.5000    5   8.9352   4.6048 -0.931933    1.691518
  2.5000    6  19.7953   3.4053 -0.243221    1.348292
  2.5000    7  30.2666   2.8279 -0.106644    1.127829
  2.5000    8  49.2492   1.9559 -0.040603    0.781817
  2.6250    0  -0.3548  -0.2604 4.287321   -7.620723
  2.6250    1  -0.8615   0.2378 -1.639082   -6.130858
  2.6250    2   1.0509   0.3432 -1.758691    5.893257
  2.6250    3  -1.0655   0.9099 -3.332405   -4.374666
  2.6250    4   1.4413   5.0681 -2.650021    0.622730
  2.6250    5   8.8160   4.8148 -0.975102    1.668610
  2.6250    6  19.7642   3.5737 -0.255267    1.346167
  2.6250    7  30.2529   2.9688 -0.111960    1.127320
  2.6250    8  49.2440   2.0536 -0.042633    0.781734
  2.7500    0   0.4194   0.0032 -1.241960    9.099177
  2.7500    1  -0.6842  -0.5225 4.355496   -4.962914
  2.7500    2   0.6194   0.9561 -4.809870    3.548552
  2.7500    3  -1.3472   0.2803 -1.054046   -5.491246
  2.7500    4   1.1072   5.1352 -2.693205    0.449796
  2.7500    5   8.6915   5.0219 -1.017767    1.644638
  2.7500    6  19.7315   3.7419 -0.267296    1.343939
  2.7500    7  30.2386   3.1097 -0.117273    1.126786
  2.7500    8  49.2386   2.1513 -0.044662    0.781648
  2.8750    0  -0.4449  -0.0296 -0.390521   -8.612467
  2.8750    1   0.0978  -0.7939 6.981733    1.317899
  2.8750    2  -0.0661   1.1869 -5.731482    0.089664
  2.8750    3  -1.3173  -0.4135 1.517726   -5.363908
  2.8750    4   0.7684   5.1804 -2.725277    0.273355
  2.8750    5   8.5616   5.2259 -1.059905    1.619610
  2.8750    6  19.6973   3.9097 -0.279308    1.341608
  2.8750    7  30.2236   3.2505 -0.122584    1.126227
  2.8750    8  49.2329   2.2490 -0.046692    0.781557
  3.0000    0   0.3547  -0.2116 3.761790    8.525843
  3.0000    1   0.7454  -0.2062 2.031063    7.046895
  3.0000    2  -0.7329   0.9933 -4.613679   -3.020629
  3.0000    3  -0.9853  -1.0136 3.652617   -4.050517
  3.0000    4   0.4264   5.2034 -2.745893    0.094093
  3.0000    5   8.4265   5.4267 -1.101489    1.593534
  3.0000    6  19.6617   4.0773 -0.291301    1.339174
  3.0000    7  30.2080   3.3912 -0.127893    1.125644
  3.0000    8  49.2269   2.3467 -0.048721    0.781462
  3.1250    0  -0.3949   0.2180 -4.835425   -7.003638
  3.1250    1   0.5166   0.6296 -5.061176    4.810316
  3.1250    2  -1.1672   0.4791 -2.157740   -4.937182
  3.1250    3  -0.4409  -1.3982 4.863980   -2.024410
  3.1250    4   0.0824   5.2039 -2.754748   -0.087264
  3.1250    5   8.2862   5.6242 -1.142497    1.566418
  3.1250    6  19.6245   4.2445 -0.303276    1.336638
  3.1250    7  30.1916   3.5319 -0.133199    1.125035
  3.1250    8  49.2207   2.4444 -0.050751    0.781364
  3.2500    0   0.1928  -0.3585 7.765175    5.377230
  3.2500    1  -0.2723   0.8298 -6.286685   -1.669579
  3.2500    2  -1.2503  -0.1804 0.863887   -5.311151
  3.2500    3   0.1907  -1.5141 5.061880    0.153637
  3.2500    4  -0.2619   5.1816 -2.751581   -0.269954
  3.2500    5   8.1409   5.8183 -1.182902    1.538272
  3.2500    6  19.5858   4.4114 -0.315230    1.333999
  3.2500    7  30.1747   3.6725 -0.138502    1.124403
  3.2500    8  49.2142   2.5420 -0.052780    0.781261
  3.3750    0  -0.2154   0.4015 -7.728716   -3.327574
  3.3750    1  -0.8405   0.3032 -2.092206   -5.993179
  3.3750    2  -0.9583  -0.7849 3.701351   -4.060752
  3.3750    3   0.7915  -1.3701 4.416375    2.074898
  3.3750    4  -0.6050   5.1364 -2.736176   -0.453178
  3.3750    5   7.9905   6.0088 -1.222682    1.509107
  3.3750    6  19.5457   4.5780 -0.327163    1.331257
  3.3750    7  30.1570   3.8130 -0.143802    1.123745
  3.3750    8  49.2075   2.6397 -0.054809    0.781154
  3.5000    0  -0.0163  -0.4013 9.541821    0.549252
  3.5000    1  -0.7199  -0.4691 3.986779   -5.280740
  3.5000    2  -0.3638  -1.1378 5.542369   -1.348788
  3.5000    3   1.2716  -1.0143 3.176053    3.516868
  3.5000    4  -0.9454   5.0683 -2.708372   -0.636106
  3.5000    5   7.8353   6.1955 -1.261811    1.478932
  3.5000    6  19.5041   4.7442 -0.339075    1.328414
  3.5000    7  30.1387   3.9534 -0.149099    1.123063
  3.5000    8  49.2005   2.7373 -0.056839    0.781043
  3.6250    0   0.0386   0.4578 -8.235860    1.280505
  3.6250    1   0.0420  -0.7971 7.072164    0.818528
  3.6250    2   0.3544  -1.0882 5.530099    2.197091
  3.6250    3   1.5715  -0.5136 1.573623    4.381414
  3.6250    4  -1.2816   4.9774 -2.668065   -0.817876
  3.6250    5   7.6751   6.3785 -1.300264    1.447758
  3.6250    6  19.4609   4.9101 -0.350964    1.325468
  3.6250    7  30.1197   4.0938 -0.154392    1.122356
  3.6250    8  49.1933   2.8350 -0.058868    0.780928
  3.7500    0  -0.2141  -0.3344 8.518523   -4.537185
  3.7500    1   0.7301  -0.2561 2.519216    6.884401
  3.7500    2   0.9264  -0.6077 3.207663    5.232277
  3.7500    3   1.6586   0.0571 -0.193425    4.631835
  3.7500    4  -1.6120   4.8639 -2.615210   -0.997601
  3.7500    5   7.5102   6.5574 -1.338018    1.415596
  3.7500    6  19.4163   5.0756 -0.362830    1.322420
  3.7500    7  30.1001   4.2340 -0.159683    1.121624
  3.7500    8  49.1858   2.9326 -0.060897    0.780809
  3.8750    0   0.2846   0.3645 -6.242810    5.427799
  3.8750    1   0.5614   0.5926 -4.691144    5.150213
  3.8750    2   1.0937   0.1345 -0.657689    6.133220
  3.8750    3   1.5236   0.6199 -1.947552    4.257021
  3.8750    4  -1.9349   4.7281 -2.549833   -1.174373
  3.8750    5   7.3406   6.7323 -1.375046    1.382460
  3.8750    6  19.3702   5.2407 -0.374672    1.319270
  3.8750    7  30.0798   4.3742 -0.164970    1.120868
  3.8750    8  49.1781   3.0302 -0.062926    0.780686
  4.0000    0  -0.3496  -0.1808 4.961194   -8.362321
  4.0000    1  -0.2091   0.8494 -6.382291   -1.197756
  4.0000    2   0.7780   0.8190 -4.135154    4.383162
  4.0000    3   1.1793   1.0971 -3.505201    3.262803
  4.0000    4  -2.2489   4.5705 -2.472029   -1.347266
  4.0000    5   7.1665   6.9030 -1.411326    1.348360
  4.0000    6  19.3226   5.4054 -0.386489    1.316019
  4.0000    7  30.0589   4.5142 -0.170254    1.120087
  4.0000    8  49.1701   3.1277 -0.064954    0.780559
  4.1250    0   0.4398   0.1494 -2.378481    7.877168
  4.1250    1  -0.8145   0.3667 -2.534049   -5.822455
  4.1250    2   0.1377   1.1693 -5.684993    1.084601
  4.1250    3   0.6633   1.4129 -4.652014    1.689395
  4.1250    4  -2.5524   4.3915 -2.381968   -1.515347
  4.1250    5   6.9878   7.0694 -1.446831    1.313311
  4.1250    6  19.2736   5.5697 -0.398281    1.312666
  4.1250    7  30.0373   4.6542 -0.175534    1.119281
  4.1250    8  49.1618   3.2253 -0.066983    0.780428
  4.2500    0  -0.3908   0.0170 -0.096087   -9.769877
  4.2500    1  -0.7513  -0.4133 3.595308   -5.571165
  4.2500    2  -0.5584   1.0908 -5.092416   -2.223829
  4.2500    3   0.0423   1.5013 -5.134110   -0.341713
  4.2500    4  -2.8439   4.1918 -2.279898   -1.677676
  4.2500    5   6.8048   7.2313 -1.481538    1.277325
  4.2500    6  19.2231   5.7336 -0.410046    1.309211
  4.2500    7  30.0150   4.7941 -0.180810    1.118451
  4.2500    8  49.1533   3.3228 -0.069012    0.780293
  4.3750    0   0.4508  -0.1170 2.179608    7.908566
  4.3750    1  -0.0136  -0.7964 7.126543    0.313463
  4.3750    2  -1.0747   0.6533 -2.950382   -4.530500
  4.3750    3  -0.5842   1.3200 -4.697293   -2.555840
  4.3750    4  -3.1220   3.9723 -2.166150   -1.833320
  4.3750    5   6.6175   7.3887 -1.515421    1.240418
  4.3750    6  19.1711   5.8970 -0.421784    1.305656
  4.3750    7  29.9921   4.9338 -0.186083    1.117596
  4.3750    8  49.1446   3.4204 -0.071040    0.780154
  4.5000    0  -0.3301   0.2080 -5.157993   -8.322391
  4.5000    1   0.7115  -0.3050 2.994444    6.687521
  4.5000    2  -1.2652   0.0159 -0.019218   -5.371723
  4.5000    3  -1.0907   0.8736 -3.216970   -4.476868
  4.5000    4  -3.3850   3.7338 -2.041136   -1.981357
  4.5000    5   6.4260   7.5414 -1.548457    1.202604
  4.5000    6  19.1176   6.0600 -0.433494    1.301999
  4.5000    7  29.9685   5.0735 -0.191351    1.116717
  4.5000    8  49.1356   3.5179 -0.073069    0.780011
  4.6250    0   0.3125  -0.3456 6.056316    5.525243
  4.6250    1   0.6037   0.5523 -4.298021    5.462122
  4.6250    2  -1.0777  -0.6259 2.957022   -4.589386
  4.6250    3  -1.3549   0.2353 -0.896032   -5.522713
  4.6250    4  -3.6318   3.4773 -1.905351   -2.120888
  4.6250    5   6.2304   7.6893 -1.580620    1.163898
  4.6250    6  19.0627   6.2225 -0.445175    1.298241
  4.6250    7  29.9442   5.2130 -0.196616    1.115813
  4.6250    8  49.1263   3.6154 -0.075097    0.779863
  4.7500    0  -0.1839   0.3445 -8.719522   -4.440469
  4.7500    1  -0.1445   0.8641 -6.442966   -0.720722
  4.7500    2  -0.5550  -1.0701 5.183703   -2.251262
  4.7500    3  -1.3050  -0.4571 1.667943   -5.310912
  4.7500    4  -3.8610   3.2040 -1.759377   -2.251041
  4.7500    5   6.0309   7.8323 -1.611886    1.124317
  4.7500    6  19.0063   6.3845 -0.456826    1.294383
  4.7500    7  29.9193   5.3524 -0.201876    1.114885
  4.7500    8  49.1168   3.7129 -0.077125    0.779712
  4.8750    0   0.0712  -0.4598 8.083548    1.448566
  4.8750    1  -0.7836   0.4281 -2.962227   -5.619593
  4.8750    2   0.1543  -1.1448 5.777828    1.179080
  4.8750    3  -0.9572  -1.0464 3.750454   -3.937437
  4.8750    4  -4.0713   2.9150 -1.603873   -2.370985
  4.8750    5   5.8275   7.9703 -1.642232    1.083877
  4.8750    6  18.9485   6.5461 -0.468447    1.290424
  4.8750    7  29.8938   5.4917 -0.207132    1.113932
  4.8750    8  49.1070   3.8103 -0.079153    0.779557
  5.0000    0   0.0114   0.3919 -9.725520    0.721716
  5.0000    1  -0.7783  -0.3555 3.183122   -5.832579
  5.0000    2   0.7983  -0.7769 4.081699    4.541770
  5.0000    3  -0.4047  -1.4152 4.895078   -1.892294
  5.0000    4  -4.2616   2.6116 -1.439583   -2.479938
  5.0000    5   5.6203   8.1032 -1.671632    1.042597
  5.0000    6  18.8892   6.7071 -0.480037    1.286364
  5.0000    7  29.8675   5.6309 -0.212384    1.112955
  5.0000    8  49.0970   3.9077 -0.081181    0.779397
  5.1250    0  -0.1922  -0.4220 7.643193   -3.094856
  5.1250    1  -0.0688  -0.7920 7.144534   -0.194680
  5.1250    2   1.0974  -0.0788 0.473663    6.159422
  5.1250    3   0.2270  -1.5151 5.036946    0.272931
  5.1250    4  -4.4309   2.2954 -1.267322   -2.577174
  5.1250    5   5.4096   8.2310 -1.700062    1.000494
  5.1250    6  18.8285   6.8677 -0.491595    1.282204
  5.1250    7  29.8407   5.7699 -0.217631    1.111953
  5.1250    8  49.0867   4.0052 -0.083209    0.779234
  5.2500    0   0.2069   0.3365 -7.891746    5.629347
  5.2500    1   0.6897  -0.3526 3.454309    6.457278
  5.2500    2   0.9099   0.6548 -3.306953    5.089794
  5.2500    3   0.8222  -1.3579 4.354119    2.166049
  5.2500    4  -4.5782   1.9678 -1.087980   -2.662036
  5.2500    5   5.1954   8.3533 -1.727499    0.957587
  5.2500    6  18.7663   7.0277 -0.503120    1.277944
  5.2500    7  29.8131   5.9089 -0.222874    1.110926
  5.2500    8  49.0762   4.1025 -0.085237    0.779067
  5.3750    0  -0.3898  -0.2464 4.851074   -6.732802
  5.3750    1   0.6432   0.5089 -3.883914    5.744462
  5.3750    2   0.3365   1.1164 -5.463230    2.073301
  5.3750    3   1.2930  -0.9926 3.092556    3.575878
  5.3750    4  -4.7026   1.6304 -0.902510   -2.733940
  5.3750    5   4.9778   8.4703 -1.753918    0.913896
  5.3750    6  18.7027   7.1872 -0.514611    1.273585
  5.3750    7  29.7849   6.0477 -0.228112    1.109875
  5.3750    8  49.0654   4.1999 -0.087264    0.778895
  5.5000    0   0.3514   0.1890 -3.785909    8.834613
  5.5000    1  -0.0787   0.8739 -6.468450   -0.241043
  5.5000    2  -0.3691   1.1582 -5.438789   -1.347471
  5.5000    3   1.5817  -0.4865 1.479828    4.408823
  5.5000    4  -4.8036   1.2849 -0.711921   -2.792384
  5.5000    5   4.7569   8.5818 -1.779296    0.869441
  5.5000    6  18.6377   7.3461 -0.526068    1.269126
  5.5000    7  29.7561   6.1863 -0.233345    1.108800
  5.5000    8  49.0544   4.2973 -0.089292    0.778719
  5.6250    0  -0.4578   0.0065 0.528454   -8.352054
  5.6250    1  -0.7481   0.4868 -3.374425   -5.385670
  5.6250    2  -0.9549   0.8105 -3.673327   -3.999960
  5.6250    3   1.6568   0.0856 -0.290179    4.628425
  5.6250    4  -4.8805   0.9329 -0.517272   -2.836957
  5.6250    5   4.5330   8.6876 -1.803609    0.824243
  5.6250    6  18.5712   7.5044 -0.537490    1.264567
  5.6250    7  29.7266   6.3249 -0.238573    1.107701
  5.6250    8  49.0431   4.3946 -0.091319    0.778540
  5.7500    0   0.4037  -0.0152 1.351255    9.412398
  5.7500    1  -0.8009  -0.2961 2.752372   -6.063522
  5.7500    2  -1.2481   0.2118 -0.899223   -5.292911
  5.7500    3   1.5099   0.6461 -2.040750    4.222088
  5.7500    4  -4.9328   0.5762 -0.319661   -2.867343
  5.7500    5   4.3061   8.7878 -1.826834    0.778324
  5.7500    6  18.5033   7.6622 -0.548876    1.259909
  5.7500    7  29.6965   6.4633 -0.243796    1.106577
  5.7500    8  49.0316   4.4919 -0.093346    0.778356
  5.8750    0  -0.3771   0.2523 -4.033758   -7.431983
  5.8750    1  -0.1234  -0.7837 7.125994   -0.703263
  5.8750    2  -1.1690  -0.4500 2.145684   -4.987913
  5.8750    3   1.1546   1.1168 -3.586133    3.194546
  5.8750    4  -4.9603   0.2166 -0.120214   -2.883324
  5.8750    5   4.0763   8.8822 -1.848948    0.731707
  5.8750    6  18.4340   7.8194 -0.560225    1.255153
  5.8750    7  29.6657   6.6015 -0.249013    1.105428
  5.8750    8  49.0198   4.5892 -0.095373    0.778168
  6.0000    0   0.3440  -0.2225 5.986824    7.233421
  6.0000    1   0.6648  -0.3987 3.896456    6.194863
  6.0000    2  -0.7311  -0.9716 4.686808   -3.067886
  6.0000    3   0.6299   1.4220 -4.707161    1.587626
  6.0000    4  -4.9628  -0.1441 0.079924   -2.884787
  6.0000    5   3.8439   8.9707 -1.869928    0.684416
  6.0000    6  18.3633   7.9760 -0.571536    1.250297
  6.0000    7  29.6342   6.7396 -0.254226    1.104255
  6.0000    8  49.0077   4.6864 -0.097400    0.777977
  6.1250    0  -0.1783   0.4119 -7.453063   -4.208148
  6.1250    1   0.6797   0.4626 -3.451033    5.995811
  6.1250    2  -0.0516  -1.1652 5.839607    0.150708
  6.1250    3   0.0045   1.4958 -5.144636   -0.469902
  6.1250    4  -4.9403  -0.5040 0.279602   -2.871719
  6.1250    5   3.6089   9.0533 -1.889751    0.636473
  6.1250    6  18.2911   8.1320 -0.582809    1.245343
  6.1250    7  29.6021   6.8776 -0.259433    1.103058
  6.1250    8  48.9954   4.7837 -0.099427    0.777781
  6.2500    0   0.1826  -0.3736 8.761622    2.992380
  6.2500    1  -0.0122   0.8786 -6.458670    0.238707
  6.2500    2   0.6420  -0.9193 4.803214    3.708697
  6.2500    3  -0.6195   1.2978 -4.644545   -2.688608
  6.2500    4  -4.8930  -0.8614 0.477672   -2.844217
  6.2500    5   3.3715   9.1298 -1.908395    0.587906
  6.2500    6  18.2176   8.2873 -0.594043    1.240291
  6.2500    7  29.5693   7.0154 -0.264635    1.101837
  6.2500    8  48.9829   4.8809 -0.101453    0.777581
  6.3750    0   0.0709   0.4376 -8.666820    0.385397
  6.3750    1  -0.7082   0.5425 -3.768414   -5.121929
  6.3750    2   1.0616  -0.2891 1.590811    5.969105
  6.3750    3  -1.1152   0.8364 -3.097335   -4.575737
  6.3750    4  -4.8210  -1.2145 0.673005   -2.802475
  6.3750    5   3.1318   9.2002 -1.925839    0.538738
  6.3750    6  18.1426   8.4421 -0.605237    1.235141
  6.3750    7  29.5359   7.1530 -0.269831    1.100592
  6.3750    8  48.9700   4.9781 -0.103480    0.777377
  6.5000    0  -0.0394  -0.4205 8.895410   -2.015535
  6.5000    1  -0.8189  -0.2355 2.305313   -6.262697
  6.5000    2   1.0103   0.4687 -2.350006    5.637327
  6.5000    3  -1.3613   0.1900 -0.736759   -5.548523
  6.5000    4  -4.7249  -1.5615 0.864495   -2.746791
