  0.0000    0  35.0000   0.0000 0.000000    0.210950
  0.0000    1   1.1000   0.0000 0.000000    6.178710
  0.1250    0  34.9997   0.0264 -0.004028    0.210948
  0.1250    1   0.8560   0.7181 -3.705501    4.831489
  0.2500    0  34.9990   0.0527 -0.008057    0.210944
  0.2500    1   0.2454   1.1343 -5.638666    1.632715
  0.3750    0  34.9977   0.0791 -0.012086    0.210936
  0.3750    1  -0.4645   1.1180 -5.329847   -1.804291
  0.5000    0  34.9960   0.1055 -0.016115    0.210926
  0.5000    1  -1.0207   0.7207 -3.327546   -4.309292
  0.6250    0  34.9937   0.1318 -0.020144    0.210912
  0.6250    1  -1.2620   0.0983 -0.441665   -5.351334
  0.7500    0  34.9909   0.1582 -0.024174    0.210895
  0.7500    1  -1.1267  -0.5536 2.557681   -4.775726
  0.8750    0  34.9877   0.1846 -0.028205    0.210876
  0.8750    1  -0.6478  -1.0347 4.907078   -2.653891
  1.0000    0  34.9839   0.2109 -0.032236    0.210853
  1.0000    1   0.0424  -1.1711 5.781283    0.620988
  1.1250    0  34.9796   0.2373 -0.036269    0.210827
  1.1250    1   0.7114  -0.8719 4.482898    4.059474
  1.2500    0  34.9748   0.2636 -0.040302    0.210798
  1.2500    1   1.0802  -0.2125 1.127619    6.070153
  1.3750    0  34.9695   0.2900 -0.044336    0.210766
  1.3750    1   0.9706   0.5399 -2.787124    5.452209
  1.5000    0  34.9637   0.3163 -0.048372    0.210731
  1.5000    1   0.4398   1.0621 -5.314137    2.620042
  1.6250    0  34.9574   0.3427 -0.052409    0.210693
  1.6250    1  -0.2688   1.1694 -5.609433   -0.882098
  1.7500    0  34.9506   0.3690 -0.056447    0.210652
  1.7500    1  -0.8883   0.8687 -4.019309   -3.720525
  1.8750    0  34.9433   0.3953 -0.060487    0.210608
  1.8750    1  -1.2301   0.2925 -1.314861   -5.212457
  2.0000    0  34.9355   0.4216 -0.064528    0.210561
  2.0000    1  -1.2038  -0.3719 1.729680   -5.111525
  2.1250    0  34.9272   0.4480 -0.068572    0.210510
  2.1250    1  -0.8138  -0.9225 4.358012   -3.411383
  2.2500    0  34.9184   0.4743 -0.072617    0.210457
  2.2500    1  -0.1627  -1.1720 5.746073   -0.382692
  2.3750    0  34.9090   0.5006 -0.076664    0.210400
  2.3750    1   0.5422  -0.9965 5.096110    3.169384
  2.5000    0  34.8992   0.5269 -0.080713    0.210341
  2.5000    1   1.0216  -0.4174 2.210759    5.749652
  2.6250    0  34.8889   0.5532 -0.084765    0.210278
  2.6250    1   1.0509   0.3432 -1.758691    5.893257
  2.7500    0  34.8780   0.5794 -0.088818    0.210212
  2.7500    1   0.6194   0.9561 -4.809870    3.548552
  2.8750    0  34.8667   0.6057 -0.092874    0.210143
  2.8750    1  -0.0661   1.1869 -5.731482    0.089664
  3.0000    0  34.8548   0.6320 -0.096933    0.210071
  3.0000    1  -0.7329   0.9933 -4.613679   -3.020629
  3.1250    0  34.8424   0.6582 -0.100995    0.209996
  3.1250    1  -1.1672   0.4791 -2.157740   -4.937182
  3.2500    0  34.8295   0.6845 -0.105059    0.209918
  3.2500    1  -1.2503  -0.1804 0.863887   -5.311151
  3.3750    0  34.8162   0.7107 -0.109126    0.209836
  3.3750    1  -0.9583  -0.7849 3.701351   -4.060752
  3.5000    0  34.8023   0.7369 -0.113196    0.209752
  3.5000    1  -0.3638  -1.1378 5.542369   -1.348788
  3.6250    0  34.7879   0.7631 -0.117269    0.209664
  3.6250    1   0.3544  -1.0882 5.530099    2.197091
  3.7500    0  34.7729   0.7893 -0.121345    0.209573
  3.7500    1   0.9264  -0.6077 3.207663    5.232277
  3.8750    0  34.7575   0.8155 -0.125425    0.209479
  3.8750    1   1.0937   0.1345 -0.657689    6.133220
  4.0000    0  34.7416   0.8417 -0.129508    0.209381
  4.0000    1   0.7780   0.8190 -4.135154    4.383162
  4.1250    0  34.7251   0.8679 -0.133595    0.209281
  4.1250    1   0.1377   1.1693 -5.684993    1.084601
  4.2500    0  34.7082   0.8940 -0.137685    0.209177
  4.2500    1  -0.5584   1.0908 -5.092416   -2.223829
  4.3750    0  34.6907   0.9202 -0.141779    0.209070
  4.3750    1  -1.0747   0.6533 -2.950382   -4.530500
  4.5000    0  34.6727   0.9463 -0.145878    0.208960
  4.5000    1  -1.2652   0.0159 -0.019218   -5.371723
  4.6250    0  34.6543   0.9724 -0.149980    0.208846
  4.6250    1  -1.0777  -0.6259 2.957022   -4.589386
  4.7500    0  34.6352   0.9985 -0.154086    0.208729
  4.7500    1  -0.5550  -1.0701 5.183703   -2.251262
  4.8750    0  34.6157   1.0246 -0.158197    0.208609
  4.8750    1   0.1543  -1.1448 5.777828    1.179080
  5.0000    0  34.5957   1.0507 -0.162312    0.208486
  5.0000    1   0.7983  -0.7769 4.081699    4.541770
  5.1250    0  34.5752   1.0767 -0.166432    0.208359
  5.1250    1   1.0974  -0.0788 0.473663    6.159422
  5.2500    0  34.5541   1.1028 -0.170556    0.208229
  5.2500    1   0.9099   0.6548 -3.306953    5.089794
  5.3750    0  34.5325   1.1288 -0.174685    0.208096
  5.3750    1   0.3365   1.1164 -5.463230    2.073301
  5.5000    0  34.5104   1.1548 -0.178819    0.207959
  5.5000    1  -0.3691   1.1582 -5.438789   -1.347471
  5.6250    0  34.4878   1.1808 -0.182958    0.207819
  5.6250    1  -0.9549   0.8105 -3.673327   -3.999960
  5.7500    0  34.4647   1.2067 -0.187102    0.207675
  5.7500    1  -1.2481   0.2118 -0.899223   -5.292911
  5.8750    0  34.4410   1.2327 -0.191252    0.207529
  5.8750    1  -1.1690  -0.4500 2.145684   -4.987913
  6.0000    0  34.4169   1.2586 -0.195407    0.207378
  6.0000    1  -0.7311  -0.9716 4.686808   -3.067886
  6.1250    0  34.3922   1.2845 -0.199567    0.207224
  6.1250    1  -0.0516  -1.1652 5.839607    0.150708
  6.2500    0  34.3670   1.3104 -0.203734    0.207067
  6.2500    1   0.6420  -0.9193 4.803214    3.708697
  6.3750    0  34.3412   1.3363 -0.207905    0.206906
  6.3750    1   1.0616  -0.2891 1.590811    5.969105
