596     0.000000
    0.000000    28.571000     0.000000    -0.088000     0.000000     0.000000
    0.000000    24.708000     1.035000     0.619000     0.000000    -0.000000
    2.000000    25.225000     0.897000     0.524000     0.342000    -0.092000
    3.464000    26.640000     0.518000     0.265000     0.592000    -0.158000
    4.000000    28.571000     0.000000    -0.088000     0.683000    -0.183000
    3.464000    30.503000    -0.518000    -0.442000     0.592000    -0.158000
    2.000000    31.917000    -0.897000    -0.701000     0.342000    -0.092000
    0.000000    32.435000    -1.035000    -0.795000     0.000000    -0.000000
   -2.000000    31.917000    -0.897000    -0.701000    -0.342000     0.092000
   -3.464000    30.503000    -0.518000    -0.442000    -0.592000     0.158000
   -4.000000    28.571000    -0.000000    -0.088000    -0.683000     0.183000
   -3.464000    26.640000     0.518000     0.265000    -0.592000     0.158000
   -2.000000    25.225000     0.897000     0.524000    -0.342000     0.092000
    0.000000    23.742000     1.294000     0.544000     0.000000    -0.000000
    2.034000    24.159000     1.182000     0.489000     0.248000    -0.067000
    3.716000    25.340000     0.866000     0.335000     0.454000    -0.122000
    4.755000    27.079000     0.400000     0.107000     0.581000    -0.156000
    4.973000    29.076000    -0.135000    -0.154000     0.608000    -0.163000
    4.330000    30.986000    -0.647000    -0.405000     0.529000    -0.142000
    2.939000    32.479000    -1.047000    -0.600000     0.359000    -0.096000
    1.040000    33.295000    -1.266000    -0.707000     0.127000    -0.034000
   -1.040000    33.295000    -1.266000    -0.707000    -0.127000     0.034000
   -2.939000    32.479000    -1.047000    -0.600000    -0.359000     0.096000
   -4.330000    30.986000    -0.647000    -0.405000    -0.529000     0.142000
   -4.973000    29.076000    -0.135000    -0.154000    -0.608000     0.163000
   -4.755000    27.079000     0.400000     0.107000    -0.581000     0.156000
   -3.716000    25.340000     0.866000     0.335000    -0.454000     0.122000
   -2.034000    24.159000     1.182000     0.489000    -0.248000     0.067000
    0.000000    22.776000     1.553000     0.489000     0.000000    -0.000000
    2.052000    23.125000     1.459000     0.454000     0.191000    -0.051000
    3.857000    24.132000     1.190000     0.354000     0.358000    -0.096000
    5.196000    25.674000     0.776000     0.200000     0.483000    -0.129000
    5.909000    27.565000     0.270000     0.012000     0.549000    -0.147000
    5.909000    29.578000    -0.270000    -0.189000     0.549000    -0.147000
    5.196000    31.469000    -0.776000    -0.377000     0.483000    -0.129000
    3.857000    33.011000    -1.190000    -0.531000     0.358000    -0.096000
    2.052000    34.017000    -1.459000    -0.631000     0.191000    -0.051000
    0.000000    34.367000    -1.553000    -0.666000     0.000000    -0.000000
   -2.052000    34.017000    -1.459000    -0.631000    -0.191000     0.051000
   -3.857000    33.011000    -1.190000    -0.531000    -0.358000     0.096000
   -5.196000    31.469000    -0.776000    -0.377000    -0.483000     0.129000
   -5.909000    29.578000    -0.270000    -0.189000    -0.549000     0.147000
   -5.909000    27.565000     0.270000     0.012000    -0.549000     0.147000
   -5.196000    25.674000     0.776000     0.200000    -0.483000     0.129000
   -3.857000    24.132000     1.190000     0.354000    -0.358000     0.096000
   -2.052000    23.125000     1.459000     0.454000    -0.191000     0.051000
    0.000000    21.810000     1.812000     0.446000     0.000000    -0.000000
    2.063000    22.110000     1.731000     0.422000     0.152000    -0.041000
    3.943000    22.985000     1.497000     0.353000     0.291000    -0.078000
    5.473000    24.356000     1.130000     0.245000     0.404000    -0.108000
    6.516000    26.101000     0.662000     0.107000     0.481000    -0.129000
    6.980000    28.066000     0.135000    -0.048000     0.515000    -0.138000
    6.824000    30.076000    -0.403000    -0.207000     0.503000    -0.135000
    6.062000    31.952000    -0.906000    -0.356000     0.447000    -0.120000
    4.761000    33.528000    -1.328000    -0.480000     0.351000    -0.094000
    3.037000    34.663000    -1.632000    -0.570000     0.224000    -0.060000
    1.043000    35.257000    -1.791000    -0.617000     0.077000    -0.021000
   -1.043000    35.257000    -1.791000    -0.617000    -0.077000     0.021000
   -3.037000    34.663000    -1.632000    -0.570000    -0.224000     0.060000
   -4.761000    33.528000    -1.328000    -0.480000    -0.351000     0.094000
   -6.062000    31.952000    -0.906000    -0.356000    -0.447000     0.120000
   -6.824000    30.076000    -0.403000    -0.207000    -0.503000     0.135000
   -6.980000    28.066000     0.135000    -0.048000    -0.515000     0.138000
   -6.516000    26.101000     0.662000     0.107000    -0.481000     0.129000
   -5.473000    24.356000     1.130000     0.245000    -0.404000     0.108000
   -3.943000    22.985000     1.497000     0.353000    -0.291000     0.078000
   -2.063000    22.110000     1.731000     0.422000    -0.152000     0.041000
    0.000000    20.844000     2.071000     0.412000     0.000000    -0.000000
    2.071000    21.107000     2.000000     0.395000     0.125000    -0.033000
    4.000000    21.879000     1.793000     0.345000     0.241000    -0.065000
    5.657000    23.107000     1.464000     0.265000     0.342000    -0.092000
    6.928000    24.708000     1.035000     0.162000     0.418000    -0.112000
    7.727000    26.571000     0.536000     0.041000     0.467000    -0.125000
    8.000000    28.571000     0.000000    -0.088000     0.483000    -0.129000
    7.727000    30.571000    -0.536000    -0.218000     0.467000    -0.125000
